airline_sentiment,text
0,americanair living dfw hub hate fly jfk get ireland
0,americanair ok one airport helping u another customer got told flight leaving till
2,americanair thank aa always start vacation http co dzkc auzu
0,americanair talk actual person help guy
0,americanair customer service provides wiggle room change flight without change fee southwest always accommodating
0,americanair flight aa cx aa killing layover still wanting breakfast hungry get dfw
2,americanair yes thank wanted start vacation
1,americanair flight number
0,americanair staff rsw working sliver airline desk helpful get information flight
0,americanair pilot announces plane unused day maintenance dealing another aircraft
1,americanair know probably way get cheaper airfare ticket flight leaving hour
2,americanair thank replying trying figure get dfw
0,americanair merge airline ready prime time book elite flyer nothappy usairways needcoffee
1,americanair usairways yes obviously stink pm one option supposed fly yesterday
0,americanair duma ttg good morning tamara try get comfortably flight soon noxtralegroom nocoatcloset
2,americanair made thanks aa
0,americanair maintenance md sits two day frozen line found boarded come faail mci
2,americanair thank yayayay
0,americanair hoped contacted wks ago responded still issued u fund frustrated
1,americanair told emergency service stay home next hour
2,americanair thank responsive twitter truly impressive
1,americanair flight ba departing tomorrow wednesday cancelled flightled anyone make airport weather
1,americanair usairways manch charlotte fl told could get pm flight west palm beach nothing earlier
0,americanair usairways boo wack as terminal flylaxairport food lounge bueno never
1,americanair flight
0,americanair sent cheque today paid uk bank account annoying
0,americanair wichita fall airport worst never fly unknowledgeable staff
1,americanair please tell dfw weather advisory rdu entire state nc shut ice amp snow
2,thank americanair much appreciated
1,like c originally tried americanair happy pay difference
1,americanair issuing weather advisory rdu entire state nc shut overnight winter storm
0,americanair still waiting going far long someone speak
2,americanair mission accomplished today thank
0,americanair zoom sauce potato stuff vile mean vile http co phoavrxc
1,americanair merging mile usairways complete month
0,americanair month ago best catering domestic airline today worst planet flown almost
0,americanair wifi dca stl route hour flight could use love
0,americanair even bother catering dog food one eat http co ifespcbztm
0,americanair thanks making worst fly experience ever never book airline train flight attendant better
0,americanair lost basket ballbag plane
2,americanair thanks great customer service family made back sat safely weather dfw made thing little worrisome
0,americanair seems little preoccupied bringing attention flagging issue observer
0,americanair gate time though made cry made scene min instead boarding plane still outside
0,americanair disappointing lack kindness toward person agent asked counterpart person talking
0,americanair yes starting w flight getting home hour late flightr record locator bsuxlu
0,americanair aa staff refusing allow woman board departure sign still boarding
2,americanair fantastic thanks try tweet photo view
2,americanair excellent love guy first class hug ya see shortly
2,americanair thanks emailed long expect response
1,americanair said work time dfw security entrance c pre check whereas paid service
1,americanair sgf gt dfw might want clear ice plane landing
2,americanair great job tyr ground crew let get bird outta tell flight wait mike
