airline_sentiment,text,aspects
0,usairways load u flight captain hour could fly one consecutive period unacceptable,"['staff', 'Punctuality', 'Seat']"
0,usairways offloading plane ridiculous,"['staff', 'Price', 'Cleanliness']"
1,usairways still sitting nobody said anything,"['Punctuality', 'Seat', 'staff']"
0,usairways actually true get seat online big hassle policy totally dishonest misleading faa,"['staff', 'Punctuality', 'Cleanliness']"
2,usairways thank least tweeting back better,"['Price', 'Punctuality', 'Service']"
0,usairways seems unlikely without crew board u,"['staff', 'Price', 'Punctuality']"
0,usairways incorrect four people last flight night bag horriblecustomerservice,"['staff', 'Punctuality', 'Cleanliness']"
2,usairways exicted flying soon,"['staff', 'comfort', 'Service']"
1,usairways choose seat free clicking button,"['Seat', 'staff', 'Entertainment']"
0,usairways fact making customer pay choose seat try convince using psychological trick color,"['Punctuality', 'staff', 'Service']"
0,usairways addition reviewing blog agent pleasant experience le,"['Service', 'staff', 'Boarding']"
0,usairways new seat assignment service embarrassment airline customer worldwide shameonyou usairwayssucks,"['Service', 'Punctuality', 'Cleanliness']"
0,usairways worst experience ever guy see blog tomorrow experience maybe help make better,"['staff', 'Price', 'Service']"
0,usairways freezing bus circle,"['staff', 'Punctuality', 'comfort']"
0,usairways please explain plenty time since stranded,"['staff', 'Safety', 'comfort']"
0,usairways doubt p amp r still held captive ground dca little communication front would b nice,"['staff', 'Price', 'Punctuality']"
0,usairways cost change ticket cost purchase new ticket,"['Punctuality', 'comfort', 'Cleanliness']"
0,usairways sitting freezing bus nobody plane,"['staff', 'Seat', 'comfort']"
0,usairways already spoke someone several time matter one sympathetic fly u home early complimentary,"['comfort', 'Cleanliness', 'staff']"
0,usairways want get home,"['staff', 'comfort', 'Price']"
0,usairways stand alone bought tix based usair confirmed flight good confirmation change anyway,"['staff', 'Cleanliness', 'Safety']"
0,usairways dca gt hpn u r prof hostage taker stood bus plane min sitting plane mvmt amp announcement gt hour,"['Punctuality', 'Service', 'Price']"
0,usairways bet paying customer know check flight delay thank,"['staff', 'Service', 'comfort']"
0,usairways even use return flight home change fee charge expensive forcing purchase new ticket,"['Price', 'Punctuality', 'Cleanliness']"
0,usairways oh great hour delay get sit plane another hour without moving flight awful,"['staff', 'Price', 'Punctuality']"
0,usairways st sorry received company least could fly u home early extra charge,"['Price', 'Punctuality', 'Service']"
0,usairways never flying guy extremely disorganized many delay,"['Punctuality', 'Cleanliness', 'staff']"
0,usairways buddy currently delayed hour counting dca way cae golf week compensation flydelta,"['Punctuality', 'Price', 'Service']"
0,usairways flight delay flight missed connection help,"['staff', 'Price', 'Punctuality']"
0,usairways flight connect,"['staff', 'comfort', 'Safety']"
0,usairways even simple google search flight number tell gate difficult sure disappointed,"['staff', 'Price', 'Food']"
0,usairways yes sure guy know gate occupied keep u waiting,"['staff', 'Punctuality', 'Service']"
0,usairways wow mile program ripoff quick ticket fee hope end unemployment,"['staff', 'Punctuality', 'Price']"
0,usairways bos gt dca delayed need stop filing complaint faa consumer affair,"['staff', 'Punctuality', 'Cleanliness']"
0,usairways sitting tarmac waiting deplane minute level service come expect,"['Service', 'Seat', 'Price']"
0,usairways gladly take loyal customer money cause inconvenience nothing help fix problem caused,"['Punctuality', 'Price', 'staff']"
0,usairways least could make caused ruining people memory ashamed,"['staff', 'Price', 'Punctuality']"
0,usairways st late flight plane missing flight crew maintenance problem gate switched time call customer service,"['Service', 'staff', 'Cleanliness']"
0,usairways due expensive change fee either airline chose could screw u stranded help,"['Price', 'Punctuality', 'staff']"
0,usairways afford international change fee rebook trip wanted go home turn afford go home,"['staff', 'Price', 'Punctuality']"
1,usairways fault policy say least got u destination really,"['Punctuality', 'staff', 'Price']"
0,usairways ruined honeymoon causing u miss international flight stranded,"['staff', 'comfort', 'Price']"
2,usairways fa attendant phl pwm tonight fab asset team f great night team,"['staff', 'comfort', 'Service']"
0,usairways thanks overflight booking problem first class automatically downgrading upgrade min boarding ffstatusdontmatter thenewaa,"['Punctuality', 'Price', 'Service']"
2,usairways grandbabies week travel dc birth thank reasonable fare see saturday,"['staff', 'Price', 'comfort']"
2,usairways thank usairways fare dtw dca much lower delta southwestair thank,"['staff', 'comfort', 'Service']"
0,usairways flight phl london sitting tarmac min w update pilot give,"['staff', 'Cleanliness', 'Price']"
0,usairways already four time,"['comfort', 'Punctuality', 'Safety']"
0,usairways minute holding seriously average wait time minute maybe maybe understaffed,"['staff', 'Safety', 'Seat']"
0,usairways submitted refund request b st flight day ago need,"['Price', 'Punctuality', 'comfort']"
2,usairways know thanks evaluate chairman,"['staff', 'Service', 'Safety']"
0,usairways seriously shared concern four time already avail geeeeezzzzz frustrated flyer,"['Punctuality', 'comfort', 'Cleanliness']"
0,usairways hot food hour flight crazy eat phl b c original connection min late flight give phltolas,"['Food', 'staff', 'Safety']"
0,usairways seriously flight delay cinci philly due new ground staff miss connection man uk argue hotel wtf,"['Price', 'Cleanliness', 'Punctuality']"
0,usairways thank continuing worst airline need extra hour sleep hour travel anyway,"['staff', 'Price', 'Service']"
0,usairways guess respond compliment sorry think even one,"['Punctuality', 'Price', 'comfort']"
0,usairways usairways disappoints cancelled flighted flight missed appointment promised refund lie,"['Punctuality', 'Service', 'comfort']"
0,usairways minute hold waiting speak agent come usairways ridiculous baggagelost usairways,"['Baggage', 'staff', 'Punctuality']"
0,usairways unable locate baggage frustrating son clothes need zfv yyz usairways baggagelost,"['staff', 'Punctuality', 'Price']"
0,usairways already question still say progress askpaypal day,"['Punctuality', 'staff', 'Service']"
0,usairways kidding bad customer service folk flew psp phx flight cont http co kigfkvxxdq,"['Service', 'staff', 'Punctuality']"
2,usairways thanks getting rescheduled direct flight nola tonight minute hopefully hour earlier getting,"['staff', 'Service', 'Punctuality']"
0,usairways problem flight gainesville u airway clt miss connecting flight iad get another flight,"['Price', 'Cleanliness', 'Punctuality']"
0,usairways still rep talk day late flightr u r asking checkin flight tmrw refund requested deal w,"['Punctuality', 'Service', 'comfort']"
0,usairways flight waiting minute rsw waiting weight balance clearance come let u leave,"['staff', 'Price', 'Punctuality']"
0,usairways askpaypal marked completed scared going lose reservation money going refunded,"['Punctuality', 'Cleanliness', 'comfort']"
0,usairways askpaypal completed case still say progress paypal website reserved th,"['Punctuality', 'comfort', 'Cleanliness']"
1,usairways askpaypal contacted bank took money today also contacted usairways said reservation,"['comfort', 'Cleanliness', 'staff']"
0,usairways appreciate call flight delayed recorded msg tedious amp go amp vote text practical,"['staff', 'Punctuality', 'Service']"
0,usairways horrible communication delayed flight lga got email second w different delay time horrible,"['staff', 'Cleanliness', 'Seat']"
2,usairways thank finally got bag customer service rep wonderful,"['Service', 'staff', 'Punctuality']"
1,usairways pm flight phl sat snow expected able switch earlier flight without penalty,"['staff', 'Cleanliness', 'Punctuality']"
0,usairways min hold time hang manager mike dividend mile dept tough justify sticking u air cc status,"['Punctuality', 'staff', 'Service']"
0,usairways never fails disappoint,"['staff', 'Food', 'Service']"
0,usairways platinum flyer bought tkt aa also account linked check flight tomorrow,"['Service', 'Cleanliness', 'staff']"
0,usairways person taking ticket rude delayed minute overfilled fuel plane,"['staff', 'Punctuality', 'Service']"
0,usairways flight seattle lb much fuel water lavoratories nice job guy est min behind,"['staff', 'Safety', 'Price']"
2,usairways flight phx gt ord lead fa bill professional fa seen year flying usair ab card,"['staff', 'Service', 'Cleanliness']"
2,usairways miss work taken philly flight bos gt phl many time re seat,"['staff', 'Punctuality', 'Price']"
1,usairways http co axryeiwzh vuelo e vuelos e sell cheap mad nyc usairways trusted web scam,"['Punctuality', 'Price', 'Service']"
0,usairways americanair total lack cust service mom flying solo w baby flying w air,"['staff', 'Service', 'Price']"
0,usairways pure anarchy flight slc people walking nothing packed bag arm full stuff getittogether,"['Punctuality', 'staff', 'Service']"
0,usairways americanair know hockey stick expensive baggage handler throwing cart,"['Price', 'Baggage', 'Seat']"
2,usairways problem thing worked airport thanks,"['staff', 'Service', 'Safety']"
1,usairways word whether flight seattle charlotte connection held,"['Cleanliness', 'comfort', 'Punctuality']"
1,usairways please change direct flight ric jfk instead lga pleeeeease lga pit,"['staff', 'Price', 'Punctuality']"
0,usairways tried doesnt help much reservation seems overwhelmed issue,"['staff', 'Punctuality', 'Price']"
0,usairways take lesson southwestair wait passenger connecting flight shame,"['staff', 'Punctuality', 'Service']"
1,usairways phone nbr refund dept,"['staff', 'Punctuality', 'Service']"
1,usairways post travel alert website traveling bdl sunday morning,"['Cleanliness', 'staff', 'Service']"
2,usairways yes domestic flight thank,"['staff', 'Service', 'Boarding']"
1,usairways bring copy photo baby birth certificate flight feel uncomfortable traveling real thing,"['staff', 'comfort', 'Punctuality']"
1,usairways would like see similar phl http co n vge npib,"['Punctuality', 'comfort', 'Price']"
2,usairways thanks made safely http co kcqebeej,"['comfort', 'Safety', 'Baggage']"
0,usairways say connection good still another reflight booking problem last thing need today,"['Punctuality', 'Price', 'Cleanliness']"
0,usairways tell talk americanair delayed flight aa tell talk u ihatemergers,"['staff', 'Cleanliness', 'Punctuality']"
0,usairways holdup looking another flight,"['staff', 'Cleanliness', 'Punctuality']"
0,usairways going take hour okay usair okay ruining everything,"['Price', 'Punctuality', 'staff']"
0,usairways delayed,"['staff', 'Service', 'comfort']"
0,usairways min hung always awful call reservation,"['staff', 'Punctuality', 'Price']"
